smiles1,smiles2,ged
CC#N,CC1(CO1)C#N,7
CC1(O)CC1O,COC(C)C=O,4
C1C2CCC12,COCCC#N,5
C(C(=O)N)O,C1C2CC1C=C2,8
C#CC(=O)C=O,CC1OCC1=NO,6
C1CC2OCC12,c1cncc(=O)[nH]1,5
CC1COC1=N,NC1=COC(=N)O1,5
c1ncncn1,c1cc(cnc1)N,4
CCNCC#N,O=C1OC2CC12,6
CC1CCC=C1,c1c[nH]c(c1O)O,9
[NH3+]CC([O-])=O,C#CCC1CC1,7
CC(C)C#C,C1OC1C1CO1,6
CC12CC(C1)O2,C1CC2OC2C1,4
N=C1OC=CO1,Cc1cnccn1,11
N=C1OC=CO1,CCOC(=O)C,4
CC1COCO1,C#CC1COC1,4
CCC#CC#C,c1c(onn1)N,9
CCOC,C#CC#CC=O,6
c1c(nco1)O,Cc1coc(n1)C,3
c1(nnon1)N,Cc1ncccn1,7
CC1NC1CO,OC1CC2OC12,2
C1CN=COC1,Cc1nccn1C,6
C#CCC#C,CC(=O)NC=N,6
C(=N)NC=O,CC1CC(=O)C1,6
c1cnoc1,CC1CC1(C)O,9
CC(C#C)C#N,CN(C=O)C=O,5
CC(C)CC=O,c1c(nc([nH]1)N)O,10
C1C=CCC1=O,CC1CCCC1,3
CCC#CC#N,c1c(nn[nH]1)O,8
CCCCC#C,ON=C1CCC1O,6
CC(C)(C)C=O,ON=C1CN2CC12,8
CC(=O)CC#C,N1C2C3OC2C13,7
CC(=O)N,CC(=NO)CC#C,8
COC(=O)N,c1c[nH]cnc1=O,6
C[NH2+]CC([O-])=O,c1ccoc(=O)c1,5
C(CO)O,CC(C#C)C#N,7
c1c[nH]nc1,C1CC1NC=O,9
C1CC1(CO)O,C1CC1OC=O,3
N=C1OCCO1,CC(=NO)CC=O,7
CC(C)OC,c1c(cncn1)O,9
C#CC(C#C)O,OC1CNC1=O,5
C1C2CC1C2,O=CC1CO1,6
C1CC12CCO2,Cc1c(nco1)O,9
CCC(CC)O,CC(=O)C1CN1,4
CC1OC1(C)C,O=CCC1CN1,5
c1c[nH]cc1N,N#CCC1CO1,7
CC1(CC1)C,c1c[nH]c(=O)[nH]1,8
NC(CO)C#N,Cc1cccnc1,9
CC(O)CO,OC1CC(O)C1,4
C1C2C3CN1C23,c1(nnon1)N,11
CC(CO)C#C,C#CC#CC#N,5
CN(C)CC=O,CC(=NO)CCO,6
CCN1CC1,CNC(=N)C#N,6
CC#CCO,Cc1ccoc1C,8
CC(C)C#N,CC1(CN1C)C,4
c1c(oc(=O)o1)N,Cc1cnccn1,10
CC1(CO1)C,COCCOC,5
COC(C)=N,c1ncnc(n1)O,10
CC(=O)COC,C#CC#CC=O,4
ON=C1CC(O)C1,c1c([nH]c(=O)[nH]1)O,6
C1C2OC=NC12,Cc1cnc([nH]1)O,8
CC(C=O)C=O,c1c(n[nH]n1)N,9
CC(C)CC=O,Cc1coc(n1)O,8
Cc1[nH]c(cn1)O,Cc1cc[nH]c1N,4
CC1CC1C,O=CC1CN1,4
C1COCC=C1,Cc1ncno1,8
CC(C)C,OC12CC(C1)C2,6
c1ncon1,C1CN1CC#N,9
C(CC=O)CO,c1[nH]c(=O)on1,3
CC(=O)N(C)C,CC1OCC1=O,3
CC(CO)C#C,CC(=O)N1CC1,5
C1CC1O,CC(=NO)CC=O,8
CC1CCOC1,C#CC1CCC1,4
c1cnccn1,C1OCC2NC12,8
CC1COC1C,ON=C1CCC1O,6
Cc1cc(co1)N,Cn1ccc(c1)O,7
CC(C)(C)C,C#CC1CN1,4
CC(C)(C)O,N=COCC#C,6
CC1CC(=O)N1,CC1COC1=N,4
C#CC1CC1,CCC#CC=O,5
CC(C#C)C#C,CC12CCC1O2,5
C#CC#C,C1CC2OC2C1,8
C1CC1,c1cncc(=O)[nH]1,11
CC1OC2CC12,C1C2C3CN1C23,3
C(CC#N)C=O,Cc1cc([nH]c1)N,9
CC1COCO1,CN1CC1C=O,4
CN1CC1C#N,Cc1ccc(o1)N,9
OCC(O)C#N,CC#CCOC,6
C1CCC1,C(C(=O)C=O)O,6
CC(C)C(=O)N,c1c([nH]c(=O)o1)N,6
CC(=O)N1CC1,C(C(F)(F)F)O,8
C1CN1C=O,CNC(=O)OC,5
CCCCC#C,OCCOC=N,4
NCC(N)C#N,OCCOC=N,5
O=CC1CN1,CC1(CC1)C#C,5
C#CCCC#N,Cc1cnon1,8
CCC(=O)NC,NC1=CNC(=N)O1,5
CCOC1CC1,C1C2C3OC2C13,4
CC(C)(C#N)O,CC1OC1(C)C,3
C1CC(=O)C1,CC(=O)C(=O)C,3
CCCCO,CC1OC1C=O,4
CCC1(CC1)C,Cn1ccnn1,5
CC(O)C#N,CC(C)(CO)O,4
CC1OCC=C1,c1c(cn[nH]1)O,8
C1CC1C(=O)N,c1c[nH]c(c1O)N,9
CNC(C)C#N,C1CC1CC=O,5
Cc1ccncc1,c1cnc(cn1)N,4
C(C#CC#N)O,N=C1N=COC=N1,8
C1CC1CC#N,c1conc1O,8
C(=O)C(=O)C#N,C1CC(=O)C=C1,4
CC1(CC1)O,Cc1cnn[nH]1,9
CC1CC(=O)O1,c1coc(c1N)O,8
N=C1CN=CN1,CCCC1CC1,7
c1c(nc(o1)N)O,c1cocnc1=O,8
CC1(CC1)OC,OC1COC1=O,5
COCCO,c1cnc(cn1)O,9
CC,c1coc(=O)cn1,11
C(CO)C#N,Cc1cnc(o1)C,9
C(C(=O)N)O,C1CC1(CO)O,5
C(=O)C#CC=O,Cc1cncnc1,11
CCC(C)OC,N#CC1CCO1,3
CC1CN=CO1,C(#N)C(F)(F)F,7
O=CC1CCO1,CC1OC1C#N,4
C1C2C1C1OC21,c1[nH]nc(n1)O,10
C(C(=O)N)O,CC(=NO)CC#N,7
C1C2C3CC2C13,Cc1cncnc1,12
CC1OCC1=O,c1[nH]c(c(n1)N)O,10
CC(C)OC,C1CN1CC#N,5
C1C2CC=CC12,Cc1cc(oc1)C,8
C1CC(C1)C#N,c1cc([nH]c1N)O,9
CC1CC1CO,CC(=NO)C1CO1,6
CC(=O)N1CC1,O=C1CC2OC12,3
CCC(C)C=O,C1NC1C1CO1,5
C1CC1(C=O)O,CC(C)N1CC1,6
C1CC(C1)O,C1C=CCC1=NO,7
COC=O,C1C(CC1=O)O,6
C(#N)C(=N)N,C(C(=O)N)O,3
C1CCOC1,CCN(C)C=O,5
c1ccoc1,NC1COC1=O,9
OCC1CN1,C(=O)NC(=O)N,5
CC1(CO)CN1,CC1CC2OC12,4
CC(O)C(C)=O,CC1CC1C=O,4
CCC(C)C#N,Cc1cccn1C,6
N#CCC1CN1,C1CC1CC=O,3
O=CC1CN1,c1coc(c1N)O,9
CCC(N)C#N,c1cncnc1O,9
CC(O)CC#C,Cc1cncn1C,6
C#CC#C,CNC=O,4
N=COCC#N,CCOC1CC1,5
CCOC,C1COC1,1
COC(=O)N,c1cc([nH]c1)N,8
CC(O)C1CN1,OC1CC2OC12,2
CCCC(C)O,C1C=CC2NC12,3
C(C#N)N,CC(O)CC=O,7
Cc1ccoc1,OC1C2CC1O2,8
c1cc([nH]c1)N,OC1CNC1=O,9
N#CC1CO1,N=COC1CC1,6
CN1CCC1=O,CC(=O)N1CC1,2
CC(=O)OC=N,OC1CC2NC12,5
CC#CC(=O)N,c1cn[nH]c1N,7
c1noc(=O)o1,CC1NCC1=NO,7
C(=O)N,C1CC1N2CC2,10
c1cnoc1,c1[nH]c(c(n1)O)N,6
C1C=CNC1=O,NC1=COC(=N)O1,5
COCCO,CCCC(=O)C,4
CCC#CC,N=C1COCO1,6
C1C(CO1)CO,C1COCOC1,2
C1COC1,N=C1OC=CC=C1,8
CCC(C)C=O,Cc1c([nH]cn1)O,8
CC#CCC#N,C1NC1C1CO1,5
C(C(=O)N)O,C1CCC=CC1,8
C#CC1CN1,CC(=NO)C1CC1,6
C1C2C1N1CC21,Cn1ccc(c1)O,4
CC(C#N)C#N,OC1COC1=N,5
CCC#CC,ON=C1CCC1O,7
N=C1NC=CO1,CCC(=NO)CO,6
C1C2C3C1CN23,Cc1ccc(o1)C,10
C=O,CN1CC1CO,10
C1C(CO1)C#N,C1CN1CCO,6
C1CC1C#N,CC12CC1CC2,5
CC(O)CC#N,c1c(n[nH]n1)N,8
CCC(N)C#N,N=C1OC=CC=N1,8
C(=O)C(=O)C=O,COCCOC,7
CNC(=O)C#C,NC1=CNC(=N)O1,6
CC(=O)CO,CC(=O)C(=O)C,3
C(CC#N)C=O,c1[nH]c(=O)ncn1,7
Cc1ncco1,Cc1ccn[nH]1,2
N=COCC=O,Cc1cncn1C,7
COC(=O)CO,Cc1[nH]ncn1,9
N=C1OCC=C1,c1cnnnc1,9
OC(C=O)C#C,CCCCCC,6
CC#CC(=O)C,CCC(=O)C#N,3
C#CC(F)(F)F,Cc1nccn1C,9
C(=N)NC=O,CC1(CO)CO1,7
c1ncon1,CC(=O)NC=N,7
c1ccoc1,C1CC1CO,6
C(CO)C(=O)N,c1nc(c(o1)N)N,9
OC1CCC1O,C1CC(C1)C#N,4
CC1NCC1=O,Cc1cc[nH]c1C,8
OCC1CN1,C(=O)C(=O)C#N,5
CCCCO,CC(C)CC#C,4
CC1NC1C#N,c1(n[nH]nn1)N,9
CC1COC1C,c1c(onn1)N,9
CCC1CC1,N=C1COCO1,6
c1c(non1)N,c1ccnc(c1)O,7
C1CC(C1)CO,Cc1cn(cn1)C,6
n1nnon1,NC(C#C)C#N,11
C1CC1O,CC12CCC1O2,7
c1cncnc1,C#CC1CCC1,9
[NH3+]CC([O-])=O,CC(=N)OC=O,6
CCCC(C)C,C#CCN1CC1,3
CCO,c1cc(oc1N)O,10
CCC(C)(C)O,c1c([nH]c(n1)O)N,10
OC1COC1=N,c1cnc(cn1)O,10
CC(C)CCO,C1C2(N1)COC2,5
C(=O)C=O,OC1C2CC1C2,9
CC1CNC1=O,CC#CCCO,4
C1C(CO1)CO,Cc1c(cc[nH]1)O,9
CCC1CCO1,C1C2C1C1CC21,5
C1C2COC12,Cc1c(ocn1)N,10
OC12CC(C1)C2,C1CN1C(=O)N,6
CC1(CC1)CO,c1(=O)[nH]nno1,8
CCC1COC1,CC(=O)C1CN1,5
CC(C)CC=O,Cc1ncc(o1)N,8
CC(O)C(C)=O,ON=C1CC(O)C1,5
CC1(CO1)C#C,C#CCCC=O,4
C1COCOC1,Cc1cnon1,9
COC(=O)CO,C1COC(=O)N1,3
C#CCCCO,CC(C)C1CO1,3
C#CC(=O)C=O,Cc1cncn1C,9
C#CCC#N,c1cnc(cn1)N,10
CC1(CC1)O,Cc1c(nco1)O,9
CC1C2CC1O2,c1cncnc1N,11
C#C,c1cnc(nc1)O,12
COC1CC1,C(CC=O)C=O,6
C(#N)C(=N)N,CC(=NO)C(=NO)C,8
C1CCC=CC1,c1noc(=O)o1,6
CCC(C)(C)C,Cn1ccc(c1)N,6
N=COCC#C,c1ccnc(c1)N,9
O=CC1CN1,CCCCC#C,6
C#CCC=O,C(C(F)(F)F)O,7
CC1(O)CC1O,C#CC(=O)C=O,5
c1ncnnn1,Cc1ccccn1,5
CC(=O)N(C)C,c1cnoc1N,8
CCN1CC1,CCOC(C)C,4
C(#N)C(=O)C#N,COCCC=O,6
CC(=O)NC=N,CC1(C)CC1O,6
CCC(=O)N,CC(=O)C(=N)N,3
CC1(CC1)C#N,c1cncc(=O)[nH]1,8
CN1CC(=O)C1,O=C1CC2CC12,2
C1CC1CO,CCC(=O)NC,5
c1cnc(cn1)O,c1cncnc1O,2
N1C2C1C1OC21,CC(=NO)C(=O)N,8
CC1CCC1,Cc1c[nH]nn1,9
CC12CC1CO2,CCC(=NO)CC,6
CC#C,c1cc(oc1)N,9
CC#CC#N,C1C2C1C1CC21,8
c1cc([nH]c1)O,COC(C)C#C,7
CCC1CC1,OCC(O)C=O,5
N=COCC#N,c1nncnn1,8
C(=O)C#CC=O,Cc1ccccc1,10
CC1CC2OC12,Cc1c[nH]cc1N,9
CCC1CN1C,c1c([nH]nn1)N,9
CC(=O)C=O,CC#CCO,5
C1C=CC(=O)N1,CCCOC=O,3
C1CO1,C#CC#CCO,7
CCNC(=O)N,CC1NC1C=O,4
CC(=NO)CO,N1C2C1C1NC21,7
c1c[nH]c(=O)[nH]1,O1C2C1C1OC21,6
CC1(CC1)CO,CC(=NO)CC#C,5
CC#CCC#N,CCC1COC1,5
C1C(=NO)C=CN1,c1c([nH]c(=O)[nH]1)O,6
C#CCC#C,c1ncnnn1,10
Cc1cnco1,c1c[nH]nc1N,3
C(C=O)C(=O)N,C#CCOC=O,5
C1CC1CC#N,CC(C)N1CC1,4
c1c(coc1N)N,Cc1ncncn1,6
CN(C)C=O,CN(C=O)C=O,2
OC1CCC1=O,Cc1ccc([nH]1)C,10
CC(C)C=O,OC12CC(C1)C2,6
C1CC1C#N,c1c(nc[nH]1)N,9
c1c(nc[nH]1)O,C1CC1NC=O,8
C#CC1CCO1,C1NC1C1CO1,5
CC#CCC#N,CC(O)C(C)=NO,7
CC(=NO)CC=O,Cc1cc([nH]c1)C,8
CN(C)C(=O)N,c1c(nc(o1)N)O,8
CC(=O)COC,C1CCC(C1)O,3
CC1CCO1,c1c(cn[nH]1)N,9
OC1CCOC1,c1ncoc(=O)n1,6
OC1C2CC1C2,CC(O)C(C)=NO,6
c1c(nco1)N,CNC(=N)C=O,6
CC(O)CC=O,C1C2(N1)COC2,6
C1C2OC=NC12,c1ccnc(c1)N,10
CCNC(=O)N,c1c(onn1)N,7
C(C=O)C(=O)N,C1CC1(C=O)O,4
c1ccncc1,CCC(C)CO,8
COC(C)C#N,c1c(nc([nH]1)N)O,9
C(#N)C(=N)N,C#CC(=O)N,2
C1COC1,c1cocc1N,9
COC(=O)C=O,c1c[nH]ccc1=O,6
CC1NC1C#N,Cn1nccn1,4
CCOC(C)C,C1CC2(C1)CC2,3
CCC(=O)C,OC12CN(C1)C2,6
c1ccoc1,Cc1cnon1,4
CC#C,c1cnc([nH]1)O,10
c1c(cncn1)N,Cc1c(nc[nH]1)O,5
CN1CC1C#N,N=C1OC2CC12,4
NC(C#C)C#N,C1C=CCC1=NO,7
O=C1NC2CC12,Cc1cnc(o1)C,9
C(#CC#N)C#N,c1c([nH]nn1)N,8
CCC(C)(C)O,Cc1coc(n1)C,8
C1C(=O)OC=N1,CC1C2CC1C2,7
CC1(COC1)C,CCC1CC1O,4
CCCCO,CCCCC=O,3
CC#CC(C)O,C1CC1C2CC2,4
CN1CCC1=O,CCCCC=O,2
CC#CCC#N,C1C2C3OC2C13,6
c1cocn1,C1C(=O)CN1,6
CN(C)CC#N,C1C(CO1)C=O,6
CCC#N,C#CCCCO,5
OC1CC=CC1,C(CCO)CO,3
C1CCCCC1,OC1CC2NC12,5
c1cnoc1,OC1=COC(=N)O1,11
CCC(C)OC,C1CC1(C#N)N,5
C1C(=O)CO1,C1C=CCC1=NO,8
c1nnno1,CC#CC(=O)N,10
C1CCCC1,c1[nH]nc(n1)N,10
C#CC(C#C)O,N=COCC#N,5
CC(C)C=O,O=CCC1CN1,5
C(C(=O)C=O)O,C#CC1(CC1)O,5
C1COC(=O)N1,c1cncc(=O)[nH]1,5
CC1COC=N1,c1c(n[nH]n1)N,8
c1coc(n1)N,CCC(O)C=O,8
C,CCC(=O)C,8
C(C(=O)N)O,c1c(oc(=O)o1)N,6
C,CC(=NO)C(=O)N,12
c1cnc[nH]1,c1nnno1,2
c1cc([nH]c1)O,COCC1CO1,8
C(COC=O)O,Cc1c[nH]cc1N,10
c1coc(n1)N,N#CCC1CN1,7
CCOC(C)C,NCC(N)C#N,6
OC1C2CCC12,c1nc(no1)O,9
C(C=O)C#N,CC#CC(C)C,6
COCCO,Cc1c[nH]nc1,9
CC(C)(C#N)N,Cc1ncc(o1)N,9
Cc1ccno1,ON=C1CC(O)C1,8
C1COC(=O)O1,Cc1cnn[nH]1,10
CC(=NC)OC,CCCCC#N,4
NC(=[NH2+])C([O-])=O,C1C2C3OC1C23,8
CCC1CC1,CC(C)C(C)C,3
CNC(=N)C#N,COC1CCC1,6
CC1CCC1,C#CC(=O)C#N,6
c1cc([nH]c1N)O,c1nc(=O)nco1,8
CCCC(C)C,OC1CC=CC1,3
CC(=N)NC=O,CCC1COC1,6
CO,ON=C1CC2OC12,12
CC(=O)C#C,Cc1c[nH]nn1,8
O,C(CC#N)C#N,11
C(#N)C(=N)N,Cc1c[nH]c(=O)o1,9
Cc1cnco1,COC(=O)C#N,7
CCC#CC#C,c1(=O)[nH]nno1,8
CC#CC#N,OC1CN2CC12,6
C1CC(=NO)C1,CC1(COC1)C,6
CCC(=O)C#N,C1C2CC1OC2,6
CC(C)C#C,NC(C#C)C#N,3
CC1CC(C)O1,CC#CCC=O,4
C#CCC1CO1,Cc1ncc(o1)N,9
c1nnco1,Cc1c[nH]cc1N,6
Cc1ncon1,c1c[nH]ccc1=O,10
c1cc[nH]c1,c1[nH]nc(n1)O,4
CC(=O)C#C,CCCC(=O)C,3
CCC(=O)C#N,C1CC12COC2,6
C1CC1(C#N)O,c1c(coc1N)O,9
c1cnn[nH]1,c1ncncn1,5
CCOCC#C,Cc1coc(=O)[nH]1,5
C#CCO,C(C=O)OC=O,6
C#CC1CC1,CCC1CN1C,4
C1COCC1=NO,Cc1cnc([nH]1)O,9
CC1C2CC1C2,Cc1c[nH]c(=O)[nH]1,7
C(=O)C(=N)N,CC(C)(C)CO,6
CC1COCO1,Cc1cc(co1)N,8
C1CNC1=O,CC1=NCCO1,6
C(CO)C(=O)N,OC1C2COC12,4
C1CNC1=O,Cc1cccn1C,8
C1COC1=O,C1COCO1,3
CC(C)C(=O)N,C1C2OCOC12,6
O=CC1CN1,c1c[nH]cnc1=O,6
c1[nH]c(=O)on1,c1cn[nH]c1O,8
C1CC12CCO2,C1CC12COC2,2
CC12CC1CO2,Cc1c(cc[nH]1)N,9
C1C(=O)CN1,C#CC(=O)CO,4
C[NH2+]CC([O-])=O,CC(CO)CO,6
C#CC#CC=O,Cc1ccn[nH]1,8
C1CC2(C1)CO2,c1nc(on1)N,10
C(C(=O)CO)O,Cc1cnc(o1)N,10
COC,CC1(CO1)C=O,7
CCC(=O)CO,CC1CC1C#C,5
CC(C)(C)C=O,C1C2CCC1O2,7
CC#C,CC1CC1C=O,8
CC(O)C#N,CC1CN1C=O,6
CC(C)(C)O,Cc1c[nH]cn1,8
CC(=NO)CO,CCOCC=O,6
CN1CC1,CC12CC1OC2,6
CC1CCC1=O,OC1CCC=C1,4
C1CN(C1)C=O,C#CCC1CO1,5
CC(C)(C)CO,CC(C)C1CC1,4
CC#CC=O,CC1CC1(C)O,5
O=CC1CN1,c1cocc1N,7
CN=COC=O,CCC#CCO,5
CCC(C)(C)C,COC(=O)C#N,6
CCNC=O,c1ncnnn1,9
C(=O)(C(=O)N)N,c1c(c(co1)N)N,8
CC1CCC1C,c1nc([nH]n1)N,10
CCN(C)C=O,CC1NCC1=NO,6
OC1CC(O)C1,CC(=NC)OC,6
CCC(=O)CC,Cc1c[nH]nc1,8
CC1C2CC1O2,C1C2OCOC12,5
c1cncnc1,CC1NC1C#N,8
OC1CC1O,COCC(C)O,3
CC(C)NC=O,Cc1c(nc[nH]1)C,8
NC1COC1=O,C1CCC(=NO)C1,7
CC1CC1C=O,Cc1cc([nH]c1)N,9
C#N,CC1(CO1)C#N,9
OCC(O)C#C,Cc1ccoc1N,8
CC(O)CC#N,CC(=NO)C1CC1,6
c1cncc(=O)[nH]1,c1coc(c1N)O,8
CCC(CC)O,O=C1CN2CC12,4
C(CO)C=O,CC1CC(=O)O1,3
C1C2CCC12,Cc1cnno1,10
Cc1ccoc1,CCCOC=O,6
C#CC(=O)C#C,C1CC1C1CO1,6
C1C(=NO)CN1,c1c(ocn1)N,8
CC(C)C(C)C,CC1NCC1=O,4
CC1(CC1)OC,Cc1ncc(o1)N,9
C1CC2OC2C1,O=C1CC2CN12,4
C1CC(C1)C#N,c1cnc(cn1)N,10
CCCCC#C,Cc1cn[nH]n1,8
CC(O)C(C)=O,CC1COC=N1,5
c1cnnnn1,c1c(nc([nH]1)N)O,6
C(CC#N)CO,C1C2OCOC12,5
C(C=O)OC=O,CC1NC1C=O,4
c1(nnon1)N,c1c[nH]c(c1N)O,5
N#CC1CO1,CC(C)(C)OC,6
Cc1cc[nH]c1,Cc1c(cco1)N,4
C1CC=CC1,CC(=O)C(=N)N,7
OCC1CCO1,N1C2C3OC2C13,3
C1CC(=O)C1,c1coc(c1O)N,10
OC1CC1O,CC(=O)NC=O,6
c1cnnnc1,c1cc(oc1N)O,7
COCC#N,CCC(CC)O,5
c1nc(on1)N,OC1=COC(=N)O1,10
C(=O)(C(=O)N)N,C#CC1CCC1,8
c1coc(=O)[nH]1,CC1(CC1)C=O,6
OC1COC1=N,CC1CC1CO,5
CCC,C[NH2+]CC([O-])=O,7
CC(C)(C)C#N,CN=COC=O,7
CC(C)C(C)O,OC1COC1=O,4
CC1(CC1)CO,c1ccnnc1,10
CC#CC1CC1,Cc1nnon1,10
c1c([nH]c(=O)o1)N,Cn1ccc(c1)N,5
C#CCCC#N,Cc1cnc([nH]1)O,8
C1CC2OC12,C1C2(N1)COC2,6
OC1CC=CC1,C1CC1C1CO1,4
C#CC1CN1,OC1CCOC1,6
C(=O)N,CC1CCO1,7
CC(C)(C)O,Cc1c([nH]cn1)O,10
CC(=O)C(=O)N,CC1CCC1=O,4
C(C#CC=O)O,C1OC1C1CO1,4
C(=O)C(=O)C#N,CC(C#C)C#C,5
OCC1CC1O,c1c(nn[nH]1)O,9
c1c(n[nH]n1)N,CC1CC(C1)=NO,11
CC1CC1O,O=C1NC2CC12,4
C#CCC=O,c1(=O)[nH]nn[nH]1,7
CN1CC1CO,c1c(non1)N,9
CC#CC(=O)C,C#CCN1CC1,5
Cc1c(nc[nH]1)C,Cc1c[nH]cc1C,3
C#CC#CC#N,Cc1ccc([nH]1)O,8
CCC(C)OC,c1c(c[nH]c1N)O,9
Cc1ncco1,CC1C2CCC12,8
C(C(=O)C#N)O,OCC(O)C=O,3
CCC(=O)N,COC(C)C#C,5
CC(=O)C,CC1CCC1C,7
CC1CC(=N)O1,CNC(C)C#N,4
C(=O)NC(=O)N,Cn1ccc(c1)O,8
Cn1cnnn1,C(#N)C(F)(F)F,8
CC([NH3+])C([O-])=O,Cc1c[nH]c(=O)[nH]1,7
CCCN1CC1,CC1NC1CO,3
C1C2C3OC1C23,c1[nH]c(c(n1)O)O,11
C[NH2+]CC([O-])=O,N=C1OC=CN=C1,7
c1cncnc1,C1COC(=O)N1,9
CC,CC(O)CCO,8
C#CCC=O,CC1CC1C#N,6
CNC(=O)OC,N=C1OC=NO1,4
C(=O)NC=O,CCCCC#N,7
COC=O,C1CC1(CO)O,7
CC1(CN1C)C,N=C1OCCO1,7
CCC(=O)C,CC#CC1CC1,6
N=C1COCO1,C(CCO)CO,4
C1COC1,N=C1NC=CO1,7
CC#CC#CC,c1[nH]c(=O)on1,8
C(=O)C(=O)C=O,CC1(CO)CO1,5
CC12CC1CO2,COCCCO,3
CC1=CCOC1,Cc1ccc(o1)N,8
c1c([nH]c(=O)[nH]1)N,c1ncnc(n1)O,8
CCC(=O)C=O,c1coccc1=O,5
CC(=O)NC=N,O1C2C1C1OC21,7
C1CC1(C#N)N,OC1CNC1=O,6
C1CCCC1,Cc1cc[nH]c1N,10
CC#CC#N,c1c[nH]nc1N,7
CC1CC1,c1cnccn1,10
CC(O)CC=O,Cc1coc(n1)C,8
CCC,CC(=O)C#C,4
CCC(=O)C#N,CCCNC=O,5
CC1(CCC1)C,CCCCCC,3
C(C=O)NC=O,Cn1ccc(c1)O,6
C#CCCCO,OC1CC2NC12,4
c1cnc([nH]1)O,c1(nnon1)O,2
CCNCC#N,C1NC1C1CN1,5
CC(C)C(=NO)C,Cc1ncncn1,10
N,CCC#CC#C,11
C#CCC=O,Cn1nccn1,8
C1CC1(C#N)O,c1ncoc(=O)n1,8
c1cnoc1,CC(O)C(C)=O,9
C1CC2(C1)CO2,c1c[nH]nc1O,9
N#CC1CCO1,OC1CC2NC12,4
O1C2C3OC2C13,Cc1c[nH]c(=O)[nH]1,8
Cc1n[nH]nn1,c1c(n[nH]n1)N,2
CN=C1CCO1,C1C2C1C1OC21,6
CC1OC1C#C,Cc1cnccn1,10
CC(O)CC#C,N=COCC#C,4
CC(O)CCO,Cc1cnon1,7
C(CC#N)C#N,Cc1c[nH]c(=O)[nH]1,7
C#CC(=O)C#N,C(C(CO)O)O,5
C#CCCC#C,CC(C)C1CC1,4
C1C2CCC12,Cc1cnc(o1)C,10
CCC=O,CC(C)C(C)O,5
CC(C)C,CCC1OC1C,6
C1CCC1,CC(C)NC=O,6
Cc1c[nH]cn1,c1c[nH]c(c1O)N,4
CC(C)(C)C=O,Cc1ccc([nH]1)C,10
OC1COC1=N,Cc1c(cc[nH]1)O,8
C(=N)NC(=O)N,Cn1cc(nc1)N,6
CC(C)(C)CO,COC(C)C=O,4
N#CCC1CO1,Cc1cc[nH]c1C,9
CC1CCC1C,CC1CC2OC12,2
CC12CCC1O2,OCCC1CO1,4
C#CC1CCO1,c1c([nH]c(n1)O)O,10
OC1CCC1=O,COCCCO,4
CCC1CCO1,N=C1ON=NO1,7
COCC=O,CC(CO)CO,5
C1C2CCC12,C1C2CCCC12,4
CC1(C)CC1O,c1nc(c(o1)N)N,10
CC(=N)NC=O,N=C1OC2CC12,5
CCC(=O)C=O,C(C(F)(F)F)N,7
C,CNC(=N)C#N,10
CCC1(CC1)O,Cc1ncncn1,11
CCNC(=O)C,Cc1ncon1,7
CC1NCC1=O,C1C2C1C1OC21,4
c1c[nH]nc1,Cc1c(cc[nH]1)O,5
CC1CC=CC1,CC1CC1C#C,3
CC1(O)CC1O,C#CC#CC=O,6
CC(C)OC,CC1(CN1)C#C,4
C(C#N)C(=O)N,C1CC2OC2C1,6
CC1CN=CO1,C1NC1C1CO1,4
C1CN1C(=O)N,c1c(cncn1)O,10
CCCC(=O)C,C1C(=O)OC=N1,4
CCC(=NO)CO,c1c[nH]cnc1=O,6
CC(=O)CC#C,c1nc([nH]n1)N,9
C(C#N)OC=O,C1C=CC2NC12,5
ON=C1CCC1O,N=C1OC=CC=N1,7
N=C1NC=NO1,c1cncoc1=O,7
O=CC1CCO1,CC(C)C(=NO)C,6
C1C2OC1C=C2,CC1=COC(=N)O1,6
NCC(N)C#N,c1cnnnn1,8
CC#CCC=O,C1OC1C1CO1,5
CCC(C)CO,c1cnc(cn1)O,9
c1nnno1,COCCCO,10
CC(O)C(N)=O,Cc1cnc(o1)N,8
CNC(=O)C#C,Cc1ccc([nH]1)C,9
c1ncncn1,O=C1OC2CC12,11
c1cnon1,ON=C1CCC1O,11
CC(O)CC#C,CC1CCC1=O,4
COC1CC1O,CC1CCC1=NO,7
CC(=NO)COC,Cc1cnccn1,8
NCC(N)C#N,CCOC=NC,6
CC1CCC1O,CC1NCC1=NO,5
CCC1COC1,c1c(nc([nH]1)O)O,10
C1C(=O)CO1,N#CC1CCO1,5
Cc1ccoc1,CC1=CCCC1,6
C(=O)(N)N,Cn1cncn1,8
CC(C)NC=O,N=C1CN=CN1,4
CCOC(=O)N,N=C1NN=NN1,6
C[NH2+]CC([O-])=O,N=C1OC=NC=N1,8
CC(=NO)CO,C(C(F)(F)F)O,6
CNC=O,CC(=NO)C#C,7
CC1CCCO1,OC1CN2CC12,4
CCCC=O,N#CC1CN1,4
Cc1ncco1,C1CCC(C1)O,7
CCOC=O,C1C2CC1C=C2,6
CC(C)(C#N)O,N=COCC#C,5
CCC,OC1CN2CC12,8
CCC1(CC1)C,CCCNC=O,5
c1cc([nH]c1)O,CCC(=O)NC,6
CC1(CC1)C,CCCCC#N,5
